epoch,accuracy,auc,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.5233145952224731,0.5586174130439758,13.0,1684.0,1.0288337469100952,0.007660577539354563,0.5,1850.0,13.0,0.5808775424957275,0.4707963466644287,7.0,633.0,0.9578133225440979,0.006279435008764267,0.3636363744735718,883.0,4.0
1,0.6132022738456726,0.5748606324195862,14.0,1363.0,0.9331468939781189,0.008727272972464561,0.4615384638309479,2171.0,12.0,0.6601178646087646,0.46273088455200195,8.0,511.0,0.871019184589386,0.005836575757712126,0.27272728085517883,1005.0,3.0
2,0.6853932738304138,0.5786154270172119,15.0,1105.0,0.852595865726471,0.0098566310480237,0.42307692766189575,2429.0,11.0,0.7373935580253601,0.4601823389530182,9.0,392.0,0.7971583008766174,0.005076142027974129,0.1818181872367859,1124.0,2.0
