"epoch","accuracy","loss","algorithm"
0,0.966292142868042,0.691647469997406,"lstm"
1,0.99044942855835,0.68897807598114,"lstm"
2,0.992134809494019,0.686079800128937,"lstm"
3,0.991853952407837,0.682807445526123,"lstm"
4,0.991853952407837,0.679003715515137,"lstm"
5,0.991292119026184,0.67448228597641,"lstm"
6,0.991011261940002,0.668996036052704,"lstm"
7,0.990730345249176,0.662223637104034,"lstm"
8,0.990730345249176,0.653699994087219,"lstm"
9,0.990730345249176,0.642721593379974,"lstm"
