"epoch","accuracy","loss","algorithm"
0,0.992134809494019,0.683419942855835,"rnn"
1,0.992696642875671,0.674172937870026,"rnn"
2,0.993258416652679,0.664055824279785,"rnn"
3,0.993539333343506,0.653084516525269,"rnn"
4,0.993539333343506,0.639720678329468,"rnn"
5,0.993820250034332,0.622934699058533,"rnn"
6,0.993820250034332,0.599685966968536,"rnn"
7,0.993820250034332,0.565141379833221,"rnn"
8,0.993820250034332,0.505923271179199,"rnn"
9,0.993820250034332,0.383032202720642,"rnn"
